ID,Dispositivo,Marca,Modelo,Tipo,Componente_Fallido,Error_Especifico,Diagnostico,Severidad,Solucion_Recomendada,Estado,Costo_Estimado_USD,Tiempo_Reparacion_Horas
2086,Tablet,ASUS,ROG Flow Z13,Educacional,RAM,Error de memoria al instalar nuevo módulo RAM,Error de memoria RAM. Error de memoria al instalar nuevo módulo RAM. Verificar compatibilidad y velocidad de módulos.,Baja,Ejecutar diagnóstico de memoria extendido. Monitorear en próximos días.,En diagnóstico,114.65,3.0
2087,Laptop,Lenovo,ThinkBook 15,2 en 1,Ventilación,"Sistema se apaga por protección térmica, ventilación insuficiente","Fallo en sistema térmico. Sistema se apaga por protección térmica, ventilación insuficiente. Limpiar obstrucciones y verificar RPM del ventilador.",Media,Limpieza de polvo con aire comprimido. Verificar RPM del ventilador.,Garantía vigente,55.32,6.3
2088,Laptop,MSI,GF63 Thin,Empresarial,RAM,"RAM sobrecalentada, thermal throttling frecuente","Fallo de memoria detectado. RAM sobrecalentada, thermal throttling frecuente. Se recomienda reemplazar módulo defectuoso.",Alta,Reemplazar módulo RAM dañado. Probar con módulo nuevo en slot afectado.,En diagnóstico,112.05,7.1
2089,Laptop,Apple,MacBook Pro 16 M3 Pro,Económica,Conectividad,"Velocidad WiFi muy lenta, antena interna dañada","Diagnóstico general: Velocidad WiFi muy lenta, antena interna dañada. Se requiere revisión técnica especializada.",Alta,Reinstalar drivers. Verificar antenas internas. Reemplazar módulo M.2 si aplica.,Reparable,56.45,6.7
2090,Laptop,ASUS,ROG Strix G16,Workstation,BIOS,"Fan speed no controlado por BIOS, ventilador a máxima velocidad","Problema de configuración BIOS. Fan speed no controlado por BIOS, ventilador a máxima velocidad. Solución: Reset de configuración y actualización de firmware.",Baja,Actualizar BIOS a la última versión disponible. Reemplazar batería CMOS si es necesario.,Reparable,125.65,2.6
2091,Tablet,Amazon,Fire 7,Gaming,Audio,"Sin sonido, controlador de audio dañado","Problema de sonido. Sin sonido, controlador de audio dañado. Probar con auriculares para descartar altavoces.",Baja,Actualizar drivers de audio. Verificar configuración de volumen y dispositivos.,Garantía vigente,56.72,2.2
2092,Laptop,Apple,MacBook Pro 14 M3,Chromebook,Motherboard,"Motherboard con pista dañada, circuito abierto","Motherboard con daño eléctrico. Motherboard con pista dañada, circuito abierto. Inspeccionar con microscopio y multímetro.",Crítica,Reemplazo de placa madre. Evaluar costo vs equipo nuevo. Rescatar componentes reutilizables.,Fuera de servicio,349.94,26.7
2093,Computadora,MSI,All-in-One PC AG271,SFF,RAM,"SODIMM RAM con pines dañados, contacto intermitente","Inestabilidad por RAM defectuosa. SODIMM RAM con pines dañados, contacto intermitente. Probar módulos individualmente para aislar el dañado.",Media,Limpiar contactos con alcohol isopropílico. Reubicar módulos en slots diferentes.,En diagnóstico,83.87,3.6
2094,Tablet,Amazon,Fire 7,2 en 1,Pantalla,"Brillo de pantalla no ajusta, sensor ALS dañado","Problema de display detectado. Brillo de pantalla no ajusta, sensor ALS dañado. Evaluar reemplazo de panel o componentes asociados.",Alta,Reemplazar panel o componente de backlight. Cotizar reparación vs equipo nuevo.,Requiere reemplazo de componente,150.61,19.2
2095,Laptop,Samsung,Galaxy Book Go,Workstation,RAM,"RAM no funciona en dual channel, módulo incompatible","Inestabilidad por RAM defectuosa. RAM no funciona en dual channel, módulo incompatible. Probar módulos individualmente para aislar el dañado.",Media,Limpiar contactos con alcohol isopropílico. Reubicar módulos en slots diferentes.,Garantía vigente,48.52,4.3
2096,Tablet,Apple,iPad 9th Gen,Gaming,Audio,"Altavoces con distorsión, membrana dañada","Diagnóstico general: Altavoces con distorsión, membrana dañada. Se requiere revisión técnica especializada.",Alta,Reinstalar drivers de audio. Verificar jack de audio con multímetro.,Reparable,37.28,5.5
2097,Computadora,MSI,All-in-One PC AG271,Mini PC,BIOS,BIOS bloqueada con contraseña desconocida,Se requiere flashear la BIOS para restaurar funcionalidad. BIOS bloqueada con contraseña desconocida,Crítica,"Retroflash de BIOS con programador externo SPI. Si no es posible, reemplazo de placa madre.",Fuera de servicio,25.67,27.5
2098,Computadora,Gigabyte,AORUS Model S,Torre,Ventilación,"Ventilador no arranca al encender, motor quemado","Diagnóstico general: Ventilador no arranca al encender, motor quemado. Se requiere revisión técnica especializada.",Crítica,Reemplazar disipador y ventilador. Reaplicar pasta térmica de calidad. Limpieza completa.,Requiere reemplazo de componente,30.51,31.9
2099,Tablet,Lenovo,Tab M8,2 en 1,Puertos,"Puerto Ethernet no detecta cable, LED no enciende","Diagnóstico general: Puerto Ethernet no detecta cable, LED no enciende. Se requiere revisión técnica especializada.",Alta,Reparar soldadura de puerto dañado. Usar adaptador temporal mientras se repara.,Requiere reemplazo de componente,21.54,21.8
2100,Laptop,Samsung,Galaxy Book2 360,2 en 1,Batería,Batería no suministra energía suficiente bajo carga,Diagnóstico: Batería defectuosa. Batería no suministra energía suficiente bajo carga. Reemplazar con batería original certificada.,Baja,Reemplazar batería cuando sea conveniente. Funciona con limitaciones.,En diagnóstico,122.04,2.6
2101,Laptop,Apple,MacBook Pro 13 M2,Gaming,Pantalla,"Backlight no enciende, pantalla muy oscura","Pantalla defectuosa. Backlight no enciende, pantalla muy oscura. Inspeccionar conexiones y testear con pantalla externa.",Media,Reemplazar cable flex o inverter. Verificar conexión al motherboard.,Garantía vigente,349.95,3.5
2102,Laptop,Samsung,Galaxy Book Go,Ultrabook,BIOS,"BIOS no detecta RAM nueva, módulos no compatibles","Fallo en firmware BIOS. BIOS no detecta RAM nueva, módulos no compatibles. Se recomienda reemplazo de chip BIOS.",Alta,Flashear BIOS desde USB con método de recuperación del fabricante. Verificar versión actual.,En diagnóstico,28.16,21.5
2103,Laptop,ASUS,Chromebook CX1,Ultrabook,GPU,"Artefactos gráficos en pantalla, memoria VRAM dañada","Error de memoria RAM. Artefactos gráficos en pantalla, memoria VRAM dañada. Verificar compatibilidad y velocidad de módulos.",Media,Reinstalar drivers con DDU. Verificar temperatura y ventilación de GPU.,Reparable,168.0,5.4
2104,Tablet,Microsoft,Surface Pro 10,Gaming,Sistema Operativo,Error CRITICAL_PROCESS_DIED al iniciar,Diagnóstico general: Error CRITICAL_PROCESS_DIED al iniciar. Se requiere revisión técnica especializada.,Alta,Reparación de arranque con herramientas de recuperación. SFC y DISM.,En diagnóstico,51.99,14.6
2105,Tablet,ASUS,Chromebook Detachable CZ1,Educacional,Disco Duro/SSD,"Disco duro con PCB quemada, no recibe alimentación","Diagnóstico general: Disco duro con PCB quemada, no recibe alimentación. Se requiere revisión técnica especializada.",Baja,Ejecutar optimización de disco. Liberar espacio en SSD para mejorar rendimiento.,Reparable,100.04,3.2
2106,Computadora,Lenovo,Legion Tower 5i,Gaming,Fuente de Poder,"Voltaje inestable en riel de 12V, componentes fallan","Diagnóstico general: Voltaje inestable en riel de 12V, componentes fallan. Se requiere revisión técnica especializada.",Baja,Monitorear voltajes. Considerar reemplazo preventivo.,Garantía vigente,50.61,3.1
2107,Laptop,Apple,MacBook Pro 13 M2,Empresarial,Batería,"Batería se descarga muy rápido, capacidad reducida","Batería en estado crítico. Batería se descarga muy rápido, capacidad reducida. Retirar si está inflada por riesgo de seguridad.",Baja,Reemplazar batería cuando sea conveniente. Funciona con limitaciones.,Reparable,120.82,2.3
2108,Laptop,Huawei,MateBook 14s,2 en 1,Pantalla,"Píxeles muertos en pantalla, defecto del panel","Pantalla defectuosa. Píxeles muertos en pantalla, defecto del panel. Inspeccionar conexiones y testear con pantalla externa.",Baja,Calibrar pantalla y actualizar driver de vídeo. Ajustar perfil de color.,Reparable,234.53,0.7
2109,Computadora,ASUS,ProArt Station PD5,Workstation,BIOS,Incompatibilidad de BIOS con nuevo hardware instalado,Diagnóstico: Corrupción de BIOS. Incompatibilidad de BIOS con nuevo hardware instalado. Procedimiento: Reflashing con método de recuperación del fabricante.,Alta,Flashear BIOS desde USB con método de recuperación del fabricante. Verificar versión actual.,Reparable,132.16,14.4
2110,Computadora,Gigabyte,AORUS Model S,All-in-One,Ventilación,"Pasta térmica seca, temperatura CPU sobre 95°C","Diagnóstico general: Pasta térmica seca, temperatura CPU sobre 95°C. Se requiere revisión técnica especializada.",Alta,Limpiar obstrucciones y reaplicar pasta térmica. Verificar heat pipes.,En diagnóstico,46.01,11.8
2111,Laptop,Samsung,Galaxy Book2 Pro,Económica,Pantalla,"Pantalla con manchas oscuras, daño por presión","Display con defecto. Pantalla con manchas oscuras, daño por presión. Reemplazo de panel recomendado si costo es viable.",Alta,Reemplazar panel o componente de backlight. Cotizar reparación vs equipo nuevo.,Reparable,162.68,6.4
2112,Tablet,Samsung,Galaxy Tab A8,Gaming,Pantalla,"Flex de pantalla dañado, imagen intermitente","Fallo en sistema de visualización. Flex de pantalla dañado, imagen intermitente. Verificar cable flex y controlador de backlight.",Baja,Calibrar pantalla y actualizar driver de vídeo. Ajustar perfil de color.,Reparable,86.22,0.9
2113,Computadora,HP,ProDesk 400 G7,Micro,Disco Duro/SSD,"SSD con firmware corrupto, no monta partición","Diagnóstico general: SSD con firmware corrupto, no monta partición. Se requiere revisión técnica especializada.",Baja,Ejecutar optimización de disco. Liberar espacio en SSD para mejorar rendimiento.,En diagnóstico,224.29,3.2
2114,Tablet,ASUS,ROG Flow Z13,Gaming,GPU,"Pantalla azul VIDEO_TDR_FAILURE, GPU dedicada fallida","Problema de display detectado. Pantalla azul VIDEO_TDR_FAILURE, GPU dedicada fallida. Evaluar reemplazo de panel o componentes asociados.",Crítica,"Reemplazo de GPU dedicada. Si es integrada, reemplazo de motherboard.",En diagnóstico,90.27,7.4
2115,Computadora,Dell,OptiPlex 5090,Torre,Pantalla,"Touchscreen no responde, controlador táctil dañado","Diagnóstico general: Touchscreen no responde, controlador táctil dañado. Se requiere revisión técnica especializada.",Crítica,Reemplazo completo de panel LCD/LED. Verificar disponibilidad de repuesto.,Fuera de servicio,399.97,32.0
2116,Computadora,Gigabyte,B550 Vision D,SFF,Sistema Operativo,Sistema operativo no encuentra boot manager,Diagnóstico general: Sistema operativo no encuentra boot manager. Se requiere revisión técnica especializada.,Baja,Actualizar Windows/macOS. Ejecutar Windows Update y reparación de archivos.,En diagnóstico,79.9,2.3
2117,Computadora,Lenovo,Legion Tower 5i,All-in-One,Ventilación,"Ventilador no arranca al encender, motor quemado","Diagnóstico general: Ventilador no arranca al encender, motor quemado. Se requiere revisión técnica especializada.",Crítica,Reemplazar disipador y ventilador. Reaplicar pasta térmica de calidad. Limpieza completa.,Requiere reemplazo de componente,52.78,9.9
2118,Computadora,Apple,iMac 24 M3,Servidor,BIOS,"BIOS no detecta disco duro, secuencia de boot fallida","Fallo en firmware BIOS. BIOS no detecta disco duro, secuencia de boot fallida. Se recomienda reemplazo de chip BIOS.",Media,Reset de CMOS y reconfiguración de BIOS. Actualizar a última versión estable.,En diagnóstico,43.61,1.6
2119,Laptop,Acer,Aspire 7,Ultrabook,Puertos,"Puerto de audio con estática, jack dañado","Audio no funcional. Puerto de audio con estática, jack dañado. Reinstalar drivers Realtek/AMD y verificar servicios de audio.",Baja,Usar puerto alternativo. Monitorear funcionamiento del puerto afectado.,En diagnóstico,109.72,1.5
2120,Computadora,Gigabyte,AORUS Model S,All-in-One,Disco Duro/SSD,"Disco con latencia alta, sectores lentos detectados","Diagnóstico general: Disco con latencia alta, sectores lentos detectados. Se requiere revisión técnica especializada.",Baja,Ejecutar optimización de disco. Liberar espacio en SSD para mejorar rendimiento.,En diagnóstico,233.04,0.8
2121,Laptop,HP,Pavilion Gaming 15,2 en 1,Disco Duro/SSD,"SSD con vida útil agotada, escrituras fallidas","Diagnóstico general: SSD con vida útil agotada, escrituras fallidas. Se requiere revisión técnica especializada.",Crítica,Clonar disco inmediatamente si es posible. Reemplazo urgente de unidad. Recuperación de datos profesional.,En diagnóstico,55.23,44.5
2122,Tablet,Samsung,Galaxy Tab S7 FE,eReader,Sistema Operativo,"Arranque lento, más de 5 minutos para iniciar sesión","Diagnóstico general: Arranque lento, más de 5 minutos para iniciar sesión. Se requiere revisión técnica especializada.",Crítica,Reinstalación limpia del sistema operativo. Backup completo de datos primero.,Fuera de servicio,79.95,40.6
2123,Laptop,Toshiba,Satellite C55,Empresarial,Motherboard,"Motherboard no reconoce batería, circuito de carga roto","Diagnóstico: Motherboard defectuosa. Motherboard no reconoce batería, circuito de carga roto. Verificar todas las pistas y componentes SMD.",Media,Reparar pista o componente específico. Verificar todos los circuitos de alimentación.,Garantía vigente,328.07,6.4
2124,Computadora,Custom/Genérica,PC Oficina i5-12400,Gaming,Pantalla,"Resolución atascada en modo seguro, driver de pantalla corrupto","Problema de display detectado. Resolución atascada en modo seguro, driver de pantalla corrupto. Evaluar reemplazo de panel o componentes asociados.",Alta,Reemplazar panel o componente de backlight. Cotizar reparación vs equipo nuevo.,En diagnóstico,315.59,16.5
2125,Computadora,Dell,Inspiron 3881,Mini PC,Motherboard,BIOS chip dañado físicamente en la motherboard,Diagnóstico: Corrupción de BIOS. BIOS chip dañado físicamente en la motherboard. Procedimiento: Reflashing con método de recuperación del fabricante.,Alta,Reparación especializada de microsoldadura. Reemplazar componentes SMD dañados.,Requiere reemplazo de componente,105.57,10.2
2126,Computadora,Acer,Aspire XC,Torre,Fuente de Poder,"Fuente se apaga después de 10 minutos, sobrecalentamiento","Diagnóstico general: Fuente se apaga después de 10 minutos, sobrecalentamiento. Se requiere revisión técnica especializada.",Media,Verificar conexiones y cables. Probar con fuente de respaldo.,Reparable,59.57,5.5
2127,Tablet,Lenovo,Tab P12 Pro,Profesional,GPU,GPU no detectada en Administrador de dispositivos,"GPU fallida. GPU no detectada en Administrador de dispositivos. Si es integrada, motherboard necesita reemplazo.",Crítica,"Reemplazo de GPU dedicada. Si es integrada, reemplazo de motherboard.",Fuera de servicio,295.28,37.1
2128,Tablet,Xiaomi,Pad 6 Pro,Gaming,Pantalla,"Pantalla con ghosting, retardo de respuesta del panel","Display con defecto. Pantalla con ghosting, retardo de respuesta del panel. Reemplazo de panel recomendado si costo es viable.",Alta,Reemplazar panel o componente de backlight. Cotizar reparación vs equipo nuevo.,En diagnóstico,333.46,13.1
2129,Tablet,ASUS,ZenPad Z8s,Gaming,RAM,"RAM sobrecalentada, thermal throttling frecuente","Problema de memoria. RAM sobrecalentada, thermal throttling frecuente. Revisar slots y limpieza de contactos con alcohol isopropílico.",Media,Limpiar contactos con alcohol isopropílico. Reubicar módulos en slots diferentes.,Garantía vigente,53.41,4.4
